round,local_updates,examples_processed,train_loss,train_accuracy,drift,grad_norm,selected_clients,aggregation_weights,client_losses,client_accuracies,seed,hard_k
1,15,960,2.2074301951090494,0.27080000000000004,,,"[0, 1]","[0.5, 0.5]","[2.2078352498372396, 2.207025140380859]","[0.27253333333333335, 0.2690666666666667]",2,10
2,30,1920,2.0068757873535157,0.6001333333333334,,,"[0, 1]","[0.5, 0.5]","[2.006537117513021, 2.0072144571940105]","[0.6064, 0.5938666666666667]",2,10
3,45,2880,1.6035608591715493,0.5408,,,"[0, 1]","[0.5, 0.5]","[1.6029501963297526, 1.6041715220133463]","[0.5447333333333333, 0.5368666666666667]",2,10
4,60,3840,1.3601002807617188,0.5512333333333334,,,"[0, 1]","[0.5, 0.5]","[1.3566549763997395, 1.363545585123698]","[0.5594666666666667, 0.543]",2,10
5,75,4800,1.0795646326700847,0.6488,,,"[0, 1]","[0.5, 0.5]","[1.0831360758463542, 1.075993189493815]","[0.6488666666666667, 0.6487333333333334]",2,10
6,90,5760,0.8936723744710287,0.7037,,,"[0, 1]","[0.5, 0.5]","[0.8909557149251303, 0.896389034016927]","[0.7075333333333333, 0.6998666666666666]",2,10
7,105,6720,0.708724594370524,0.7757666666666667,,,"[0, 1]","[0.5, 0.5]","[0.7098331349690755, 0.7076160537719727]","[0.7772, 0.7743333333333333]",2,10
8,120,7680,0.717467849222819,0.7800333333333334,,,"[0, 1]","[0.5, 0.5]","[0.71790501759847, 0.7170306808471679]","[0.781, 0.7790666666666667]",2,10
9,135,8640,0.5133693862915039,0.8477666666666667,,,"[0, 1]","[0.5, 0.5]","[0.5132268473307292, 0.5135119252522786]","[0.8478, 0.8477333333333333]",2,10
10,150,9600,0.5174942838033041,0.8582666666666667,,,"[0, 1]","[0.5, 0.5]","[0.5192804290771484, 0.5157081385294596]","[0.8557333333333333, 0.8608]",2,10
11,165,10560,0.48920157063802083,0.8440000000000001,,,"[0, 1]","[0.5, 0.5]","[0.4879775207519531, 0.49042562052408856]","[0.8443333333333334, 0.8436666666666667]",2,10
12,180,11520,0.39374018707275393,0.8859333333333334,,,"[0, 1]","[0.5, 0.5]","[0.39235615539550783, 0.39512421875]","[0.8856, 0.8862666666666666]",2,10
13,195,12480,0.3636339037577311,0.8953,,,"[0, 1]","[0.5, 0.5]","[0.3641989125569661, 0.3630688949584961]","[0.8960666666666667, 0.8945333333333333]",2,10
14,210,13440,0.34610245157877606,0.8955,,,"[0, 1]","[0.5, 0.5]","[0.3447296595255534, 0.3474752436319987]","[0.896, 0.895]",2,10
15,225,14400,0.31705682652791345,0.9075,,,"[0, 1]","[0.5, 0.5]","[0.3162575332641602, 0.31785611979166667]","[0.9078666666666667, 0.9071333333333333]",2,10
16,240,15360,0.32564045639038086,0.9029333333333334,,,"[0, 1]","[0.5, 0.5]","[0.3238307393391927, 0.327450173441569]","[0.9032666666666667, 0.9026]",2,10
17,255,16320,0.31777103652954103,0.9058333333333333,,,"[0, 1]","[0.5, 0.5]","[0.3163566146850586, 0.31918545837402346]","[0.9050666666666667, 0.9066]",2,10
18,270,17280,0.2903115618387858,0.9103333333333333,,,"[0, 1]","[0.5, 0.5]","[0.2885537134806315, 0.2920694101969401]","[0.9104, 0.9102666666666667]",2,10
19,285,18240,0.27275126330057775,0.9175,,,"[0, 1]","[0.5, 0.5]","[0.27336210784912107, 0.2721404187520345]","[0.9164, 0.9186]",2,10
20,300,19200,0.27821512832641604,0.9158666666666666,,,"[0, 1]","[0.5, 0.5]","[0.27616963755289714, 0.2802606190999349]","[0.9158, 0.9159333333333334]",2,10
21,315,20160,0.24144865913391111,0.9291333333333334,,,"[0, 1]","[0.5, 0.5]","[0.24060893096923827, 0.24228838729858398]","[0.9284, 0.9298666666666666]",2,10
22,330,21120,0.23283975118001302,0.929,,,"[0, 1]","[0.5, 0.5]","[0.23169351908365884, 0.2339859832763672]","[0.9305333333333333, 0.9274666666666667]",2,10
23,345,22080,0.21911666870117186,0.9362666666666667,,,"[0, 1]","[0.5, 0.5]","[0.21739618835449218, 0.22083714904785157]","[0.9364, 0.9361333333333334]",2,10
24,360,23000,0.21955168075561524,0.9344333333333333,,,"[0, 1]","[0.5, 0.5]","[0.2171371795654297, 0.22196618194580078]","[0.9356666666666666, 0.9332]",2,10
25,375,23960,0.24243340276082356,0.9264,,,"[0, 1]","[0.5, 0.5]","[0.2404140879313151, 0.24445271759033202]","[0.9273333333333333, 0.9254666666666667]",2,10
26,390,24920,0.19507427698771157,0.9423,,,"[0, 1]","[0.5, 0.5]","[0.19472979431152343, 0.19541875966389974]","[0.9420666666666667, 0.9425333333333333]",2,10
27,405,25880,0.1992338806152344,0.9423333333333334,,,"[0, 1]","[0.5, 0.5]","[0.19804203160603842, 0.20042572962443034]","[0.9422666666666667, 0.9424]",2,10
28,420,26840,0.18679289677937827,0.9428333333333334,,,"[0, 1]","[0.5, 0.5]","[0.18467438354492188, 0.18891141001383463]","[0.9432, 0.9424666666666667]",2,10
29,435,27800,0.18099461708068848,0.9484666666666667,,,"[0, 1]","[0.5, 0.5]","[0.18065304679870606, 0.1813361873626709]","[0.9488, 0.9481333333333334]",2,10
30,450,28760,0.18040398947397868,0.9460333333333333,0.06738205999135971,0.6764923334121704,"[0, 1]","[0.5, 0.5]","[0.17764910329182942, 0.18315887565612793]","[0.9469333333333333, 0.9451333333333334]",2,10
0,0,0,2.3113351542154947,0.09873333333333334,0.061891019344329834,0.5863761305809021,[],[],"[2.3116019368489584, 2.311068371582031]","[0.0996, 0.09786666666666667]",2,20
1,25,1600,2.0624383829752606,0.48033333333333333,,,"[0, 1]","[0.5, 0.5]","[2.062837548828125, 2.062039217122396]","[0.49266666666666664, 0.468]",2,20
2,50,3200,1.4762369166056315,0.5651333333333333,,,"[0, 1]","[0.5, 0.5]","[1.4760369160970053, 1.4764369171142577]","[0.5714666666666667, 0.5588]",2,20
3,75,4800,0.9844995585123698,0.7275666666666667,,,"[0, 1]","[0.5, 0.5]","[0.9878762166341146, 0.981122900390625]","[0.7271333333333333, 0.728]",2,20
4,100,6400,0.7073327527364095,0.7618666666666667,,,"[0, 1]","[0.5, 0.5]","[0.7066572230021159, 0.7080082824707031]","[0.7608, 0.7629333333333334]",2,20
5,125,8000,0.6138468485514323,0.8106666666666666,,,"[0, 1]","[0.5, 0.5]","[0.6163486989339193, 0.6113449981689453]","[0.8110666666666667, 0.8102666666666667]",2,20
6,150,9600,0.5994777542114258,0.8007,,,"[0, 1]","[0.5, 0.5]","[0.5972578043619792, 0.6016977040608724]","[0.8018666666666666, 0.7995333333333333]",2,20
7,175,11200,0.4071187929789225,0.8859666666666666,,,"[0, 1]","[0.5, 0.5]","[0.4073165054321289, 0.40692108052571613]","[0.8854, 0.8865333333333333]",2,20
8,200,12800,0.39503697789510095,0.8796999999999999,,,"[0, 1]","[0.5, 0.5]","[0.39413299560546877, 0.39594096018473307]","[0.8792, 0.8802]",2,20
9,225,14400,0.3794229723612468,0.8757666666666666,,,"[0, 1]","[0.5, 0.5]","[0.37745559794108074, 0.38139034678141276]","[0.8772, 0.8743333333333333]",2,20
10,250,16000,0.3720746382395427,0.8931,,,"[0, 1]","[0.5, 0.5]","[0.3710780726114909, 0.3730712038675944]","[0.893, 0.8932]",2,20
11,275,17600,0.2631181767781575,0.9247666666666667,,,"[0, 1]","[0.5, 0.5]","[0.26353743743896485, 0.26269891611735025]","[0.9245333333333333, 0.925]",2,20
12,300,19160,0.2564648754119873,0.9227666666666667,,,"[0, 1]","[0.5, 0.5]","[0.25600252532958984, 0.2569272254943848]","[0.9224666666666667, 0.9230666666666667]",2,20
13,325,20760,0.21987593040466308,0.9358333333333333,,,"[0, 1]","[0.5, 0.5]","[0.21992183202107748, 0.2198300287882487]","[0.9361333333333334, 0.9355333333333333]",2,20
14,350,22360,0.20716212107340493,0.9384333333333333,,,"[0, 1]","[0.5, 0.5]","[0.20713761393229166, 0.20718662821451822]","[0.9382, 0.9386666666666666]",2,20
15,375,23960,0.21985390332539878,0.9332666666666667,,,"[0, 1]","[0.5, 0.5]","[0.2183987185160319, 0.22130908813476563]","[0.9344, 0.9321333333333334]",2,20
16,400,25560,0.19982730000813803,0.9436333333333333,,,"[0, 1]","[0.5, 0.5]","[0.200199538675944, 0.19945506134033203]","[0.9436666666666667, 0.9436]",2,20
17,425,27160,0.18749034105936685,0.9463666666666667,,,"[0, 1]","[0.5, 0.5]","[0.187031667582194, 0.18794901453653973]","[0.9452666666666667, 0.9474666666666667]",2,20
18,450,28760,0.17823831996917724,0.9460999999999999,,,"[0, 1]","[0.5, 0.5]","[0.17892388903299966, 0.17755275090535483]","[0.9452666666666667, 0.9469333333333333]",2,20
19,475,30360,0.16204768002827963,0.9532666666666667,,,"[0, 1]","[0.5, 0.5]","[0.16172224349975586, 0.1623731165568034]","[0.9525333333333333, 0.954]",2,20
20,500,31960,0.162332808303833,0.9531333333333334,,,"[0, 1]","[0.5, 0.5]","[0.16151899388631186, 0.16314662272135416]","[0.9544666666666667, 0.9518]",2,20
21,525,33560,0.15300432993570962,0.9556,,,"[0, 1]","[0.5, 0.5]","[0.15234157536824544, 0.15366708450317382]","[0.9552666666666667, 0.9559333333333333]",2,20
22,550,35160,0.14647656180063884,0.9566,,,"[0, 1]","[0.5, 0.5]","[0.1466950585683187, 0.146258065032959]","[0.9574, 0.9558]",2,20
23,575,36760,0.14196986440022785,0.9573666666666667,,,"[0, 1]","[0.5, 0.5]","[0.1418533551534017, 0.14208637364705404]","[0.9572, 0.9575333333333333]",2,20
24,600,38320,0.14124942251841227,0.9572666666666667,,,"[0, 1]","[0.5, 0.5]","[0.1413415807088216, 0.14115726432800293]","[0.9580666666666666, 0.9564666666666667]",2,20
25,625,39920,0.1405894831339518,0.9577,,,"[0, 1]","[0.5, 0.5]","[0.14031575190226236, 0.14086321436564128]","[0.9582666666666667, 0.9571333333333333]",2,20
26,650,41520,0.12997175102233888,0.9619,,,"[0, 1]","[0.5, 0.5]","[0.1308047088623047, 0.12913879318237304]","[0.9617333333333333, 0.9620666666666666]",2,20
27,675,43120,0.14297066230773925,0.9580333333333333,,,"[0, 1]","[0.5, 0.5]","[0.1427706382751465, 0.14317068634033203]","[0.9584666666666667, 0.9576]",2,20
28,700,44720,0.12365267403920491,0.9625,,,"[0, 1]","[0.5, 0.5]","[0.12445168685913086, 0.12285366121927897]","[0.9624666666666667, 0.9625333333333334]",2,20
29,725,46320,0.1181560157140096,0.9656666666666667,,,"[0, 1]","[0.5, 0.5]","[0.11964611536661784, 0.11666591606140136]","[0.9651333333333333, 0.9662]",2,20
30,750,47920,0.10863112551371257,0.9684333333333334,0.05506276339292526,0.18984386324882507,"[0, 1]","[0.5, 0.5]","[0.10916265551249187, 0.10809959551493327]","[0.9674, 0.9694666666666667]",2,20
